date,open,high,low,close,volume,ma,dif,dea,macd_hist,price_above_ma,price_below_ma,signal,position,capital,shares,total_value,daily_return,cumulative_return
2022-07-01,4764.899371950311,4793.777610514741,4734.255873980552,4756.786447429219,3524838,4469.566989926792,97.51561159337507,99.30026395818832,-1.7846523648132546,True,False,0,1,0.0,25.875338390556124,123083.45897884235,-0.009553013757056528,1.2308345897884236
2022-07-04,4810.3536488628115,4841.161844195071,4805.694693007615,4805.694693007615,3246609,4481.332430686668,95.58402164324161,98.557015495199,-2.9729938519573835,True,False,0,1,0.0,25.875338390556124,124348.97638327176,0.0102817829051014,1.2434897638327178
2022-07-05,4831.64858711504,4889.998033582505,4823.428407552357,4839.841050479383,2465088,4494.1353225162175,95.7053170459476,97.98667580534871,-2.2813587594011153,True,False,0,1,0.0,25.875338390556124,125232.52493765866,0.0071053946730015305,1.2523252493765866
2022-07-06,4860.917084790213,4867.181632637298,4807.7558326907065,4867.181632637298,2953574,4507.304088367091,96.89070527381682,97.76748169904234,-0.8767764252255148,True,False,0,1,0.0,25.875338390556124,125939.97175278951,0.00564906613104732,1.2593997175278953
2022-07-07,4904.669614679949,4904.669614679949,4894.587148717119,4894.587148717119,3421012,4521.204725410822,98.90145567781656,97.99427649479719,0.9071791830193661,True,False,1,1,0.0,25.875338390556124,126649.0987551227,0.005630674617945308,1.2664909875512271
2022-07-08,4892.986614529249,4896.264911953211,4867.134771931063,4896.264911953211,1875584,4534.924271603476,99.4835864726856,98.29213849037488,1.19144798231072,True,False,0,1,0.0,25.875338390556124,126692.51144659582,0.0003427793162353865,1.2669251144659581
2022-07-11,4858.512975960944,4867.4838898653925,4858.512975960944,4862.4384075425705,2074958,4547.314459983668,96.10754515986628,97.85521982427316,-1.7476746644068868,True,False,0,1,0.0,25.875338390556124,125817.23919840086,-0.006908634442564621,1.2581723919840084
2022-07-12,4858.132474530782,4906.286439675984,4853.441729345236,4867.430460002304,3173827,4558.413312558728,92.7654822744189,96.83727231430233,-4.071790039883425,True,False,0,1,0.0,25.875338390556124,125946.41024505987,0.0010266561838583321,1.2594641024505986
2022-07-13,4846.30259314084,4846.30259314084,4790.313251578868,4842.2002901042315,4112252,4569.876260655819,87.07723731788883,94.88526531501962,-7.808027997130793,True,False,0,1,0.0,25.875338390556124,125293.57106129602,-0.005183467972557421,1.2529357106129602
2022-07-14,4903.100545864931,4913.24415466321,4872.320448317804,4882.95810034178,3643859,4580.327244222517,84.87963724476595,92.88413970096889,-8.004502456202943,True,False,0,1,0.0,25.875338390556124,126348.19319325066,0.008417208664590614,1.2634819319325066
2022-07-15,4868.309506178003,4888.715022677344,4868.309506178003,4878.725907149016,4107977,4592.13546844838,81.85297063939561,90.67790588865424,-8.82493524925863,True,False,0,1,0.0,25.875338390556124,126238.68376225368,-0.0008667273209793658,1.262386837622537
2022-07-18,4847.4884216784385,4869.649319883383,4844.660017095112,4847.253625980086,1081238,4603.316845930255,76.0382439392115,87.7499734987657,-11.7117295595542,True,False,0,1,0.0,25.875338390556124,125424.3278370849,-0.0064509221808939365,1.254243278370849
2022-07-19,4849.502347454732,4849.502347454732,4819.945525726439,4835.8437914446195,2042536,4613.681547779153,69.70582745687443,84.14114429038744,-14.435316833513014,True,False,0,1,0.0,25.875338390556124,125129.09450749944,-0.002353876115397169,1.2512909450749945
2022-07-20,4852.932081266061,4870.334216254264,4852.932081266061,4853.705192934584,4371553,4624.061909777136,65.37500523251128,80.38791647881223,-15.012911246300945,True,False,0,1,0.0,25.875338390556124,125591.26431518186,0.003693543931581278,1.2559126431518188
2022-07-21,4836.771596161038,4836.771596161038,4822.992486067619,4832.399513664654,2743227,4634.398640225368,59.537298246221326,76.21779283229407,-16.68049458607274,True,False,0,1,0.0,25.875338390556124,125039.97265443175,-0.0043895701166492,1.2503997265443176
2022-07-22,4790.453471547929,4810.569681406595,4790.453471547929,4800.653838686117,3371693,4644.152419434795,51.7526899453278,71.32477225490082,-19.57208230957302,True,False,0,1,0.0,25.875338390556124,124218.5425719255,-0.006569339908418015,1.242185425719255
2022-07-25,4815.56659926869,4815.56659926869,4770.749239364596,4811.445047145656,4465760,4654.403074489597,45.92470075541314,66.24475795500328,-20.32005719959014,True,False,0,1,0.0,25.875338390556124,124497.7687424591,0.002247862233385245,1.244977687424591
2022-07-26,4820.3839225072215,4865.733045234631,4813.360542700762,4822.188812469267,4180897,4665.2279776478645,41.692306450036995,61.33426765401003,-19.641961203973032,True,False,0,1,0.0,25.875338390556124,124775.76730579627,0.0022329602059956155,1.2477576730579625
2022-07-27,4812.226881467833,4835.835209276459,4802.758435364346,4802.758435364346,1586470,4674.873745378868,36.35120041380833,56.33765420596969,-19.986453792161363,True,False,0,1,0.0,25.875338390556124,124272.99972315032,-0.004029368790926968,1.2427299972315031
2022-07-28,4796.029921207557,4810.185755991324,4750.312027472627,4784.667426480399,3976060,4683.762548993757,30.30915707942404,51.131954780660564,-20.822797701236524,True,False,0,1,0.0,25.875338390556124,123804.88874645163,-0.0037667955045869173,1.2380488874645161
2022-07-29,4819.435972128387,4845.451033021202,4794.604107180731,4794.604107180731,4974409,4693.296237959166,26.022628630238614,46.11008955057618,-20.087460920337563,True,False,0,1,0.0,25.875338390556124,124062.00372205164,0.002076775628194971,1.2406200372205163
2022-08-01,4742.7323464391275,4742.7323464391275,4720.856733427062,4737.240622810176,4305141,4700.8561970312785,17.79167877148575,40.44640739475809,-22.65472862327234,True,False,0,1,0.0,25.875338390556124,122577.70415270215,-0.011964175370526076,1.2257770415270215
2022-08-02,4684.458643666894,4736.353099990381,4646.5839900290575,4681.408272523683,1177216,4706.948323883331,6.686312007198467,33.694388317246165,-27.0080763100477,False,True,0,1,0.0,25.875338390556124,121133.02319589908,-0.011785837944911615,1.211330231958991
2022-08-03,4654.853136940454,4688.690954653844,4653.044179454389,4653.044179454389,1454988,4711.719006390576,-4.353333902055965,26.084843873385744,-30.43817777544171,False,True,0,1,0.0,25.875338390556124,120399.09268958987,-0.006058880451801141,1.2039909268958988
2022-08-04,4641.507899985942,4653.229284986202,4624.193806499495,4644.788665573761,3176512,4715.718512675187,-13.611577999189649,18.145559498870664,-31.757137498060313,False,True,0,1,0.0,25.875338390556124,120185.47847434069,-0.001774217815743162,1.201854784743407
2022-08-05,4660.570235966599,4697.834851568109,4657.4173149398675,4657.4173149398675,4683460,4720.53297109428,-19.70265672415917,10.575916254264698,-30.278572978423867,False,True,0,1,0.0,25.875338390556124,120512.24905010438,0.002718885674973137,1.2051224905010436
2022-08-08,4713.748676761876,4716.535219071244,4695.505164091453,4716.535219071244,3536015,4726.8786966347925,-19.534379535530206,4.553857096305718,-24.088236631835926,False,True,0,1,0.0,25.875338390556124,122041.94482444419,0.012693280445739807,1.2204194482444417
2022-08-09,4752.458625813647,4752.458625813647,4735.184256051684,4750.857957474378,1123662,4733.215421338152,-16.441928195636137,0.35470003791734683,-16.796628233553484,True,False,0,1,0.0,25.875338390556124,122930.05729511582,0.007277108472412364,1.2293005729511581
2022-08-10,4756.893306893501,4756.893306893501,4741.865951352184,4744.390911347995,2818352,4738.8385361886085,-14.347584777644443,-2.585756925195011,-11.761827852449432,True,False,0,1,0.0,25.875338390556124,122762.72028820832,-0.0013612375247314956,1.2276272028820832
2022-08-11,4733.927374819742,4745.1608594480995,4733.927374819742,4743.476396620938,4244571,4744.365789144122,-12.616164929495426,-4.591838526055094,-8.024326403440332,False,True,0,1,0.0,25.875338390556124,122739.0569101826,-0.00019275703544341383,1.2273905691018259
2022-08-12,4713.860557044792,4713.860557044792,4642.102815666383,4703.138543453387,3894558,4748.899840826803,-14.33369988884715,-6.540210798613506,-7.793489090233644,False,True,0,1,0.0,25.875338390556124,121695.30130952362,-0.008503858730336877,1.2169530130952362
2022-08-15,4714.466489150503,4744.941541288938,4661.6129980531405,4702.080127981694,1636438,4752.299750157555,-15.600431932932224,-8.35225502547725,-7.248176907454974,False,True,0,1,0.0,25.875338390556124,121667.91445103579,-0.00022504450207305737,1.2166791445103577
2022-08-16,4689.02881708352,4698.136428916487,4689.02881708352,4690.1363320597475,2480175,4755.844967193947,-17.367884554602824,-10.155380931302366,-7.212503623300458,False,True,0,1,0.0,25.875338390556124,121358.86468988766,-0.0025401089723823267,1.2135886468988766
2022-08-17,4682.61342285989,4724.96586956671,4682.61342285989,4702.569764244273,2829484,4759.1138974249525,-17.562875527747565,-11.636879850591406,-5.925995677156159,False,True,0,1,0.0,25.875338390556124,121680.58395501829,0.002650974578187748,1.2168058395501828
2022-08-18,4663.2533496261385,4669.621242000137,4642.695996229303,4668.92910515874,2667690,4761.786313126037,-20.199084843698984,-13.349320849212923,-6.849763994486061,False,True,0,1,0.0,25.875338390556124,120810.12051749878,-0.007153675707549878,1.2081012051749878
2022-08-19,4701.240644388558,4701.240644388558,4643.157705115983,4689.077229199208,3571920,4764.952227818432,-20.427044243637283,-14.764865528097797,-5.662178715539486,False,True,0,1,0.0,25.875338390556124,121331.4600449808,0.004315363027938668,1.213314600449808
2022-08-22,4749.471343635171,4770.3510834616945,4709.797453904539,4749.688575983683,2932656,4768.369610274465,-15.537764893333588,-14.919445401144955,-0.6183194921886326,False,True,0,1,0.0,25.875338390556124,122899.79915333644,0.012926071340229495,1.2289979915333644
2022-08-23,4735.086856443936,4744.569373977323,4682.372846317829,4744.569373977323,1225121,4770.944431212559,-11.938433768750656,-14.323243074666095,2.3848093059154394,False,True,0,1,0.0,25.875338390556124,122767.33806913227,-0.001077797401759062,1.2276733806913227
2022-08-24,4754.9951353121505,4772.446370423213,4743.11060985151,4759.800391047056,2969036,4773.095134981297,-7.767384559952916,-13.012071371723462,5.244686811770546,False,True,0,1,0.0,25.875338390556124,123161.44578984394,0.0032102000980891443,1.2316144578984394
2022-08-25,4794.549275149124,4794.549275149124,4757.820396766625,4786.502016245603,4022733,4774.659493071122,-2.280907134829249,-10.86583852434462,8.58493138951537,True,False,0,1,0.0,25.875338390556124,123852.35937743414,0.005609820371621277,1.2385235937743413
2022-08-26,4774.699669049029,4831.184257120291,4732.125312111776,4769.484394605942,1822922,4775.792654003286,0.6860772370728228,-8.55545537206113,9.241532609133953,False,True,0,1,0.0,25.875338390556124,123412.02265890545,-0.0035553357299136223,1.2341202265890543
2022-08-29,4775.133720803834,4813.518724565452,4761.457157225306,4777.416677194415,4911451,4776.4668276078755,3.6355937778198495,-6.117245542084936,9.752839319904785,True,False,0,1,0.0,25.875338390556124,123617.27315509171,0.0016631320981874698,1.236172731550917
2022-08-30,4773.323921166119,4793.684759622516,4771.191076717622,4776.828435728671,3746153,4777.30736653277,5.858112047201757,-3.722174024227597,9.580286071429354,False,True,0,1,0.0,25.875338390556124,123602.05220811024,-0.00012312961282012758,1.2360205220811022
2022-08-31,4775.840269030529,4824.123875715167,4775.840269030529,4779.585151895137,3074722,4777.875625812796,7.752551159886025,-1.427228987404873,9.179780147290899,True,False,0,1,0.0,25.875338390556124,123673.38317176425,0.0005771017744422569,1.2367338317176424
2022-09-01,4738.700001518185,4747.458209123338,4697.327817738754,4747.458209123338,2104188,4777.839395904722,6.585617124953387,0.1753402350667792,6.4102768898866085,False,True,0,1,0.0,25.875338390556124,122842.08765608992,-0.006721701099740907,1.228420876560899
2022-09-02,4762.514994431363,4774.319543416671,4747.178042424731,4747.178042424731,3721914,4777.655929676161,5.573953319632892,1.255062851980002,4.31889046765289,False,True,0,1,0.0,25.875338390556124,122834.8382479577,-5.901404209707195e-05,1.2283483824795767
2022-09-05,4762.713392421411,4784.844238221697,4762.713392421411,4765.785612931252,2346879,4777.3064927410005,6.202182990405163,2.2444868796650344,3.9576961107401285,False,True,0,1,0.0,25.875338390556124,123316.31543144007,0.00391971195102192,1.2331631543144004
2022-09-06,4834.208895027977,4843.3030277429925,4789.216312204208,4822.469475401166,4709726,4778.685362679729,11.145495174617281,4.024688538655484,7.120806635961797,True,False,0,1,0.0,25.875338390556124,124783.02955413284,0.011893917828806666,1.2478302955413278
2022-09-07,4874.2166646574815,4904.9240683818525,4849.790965358875,4859.431203271981,4098192,4779.071668558765,17.83996027530884,6.787742885986155,11.052217389322685,True,False,0,1,0.0,25.875338390556124,125739.42677028982,0.007664481456928218,1.2573942677028975
2022-09-08,4953.97600641167,4977.0444006098005,4917.959253069687,4944.104499604595,1931310,4781.900430841251,29.636172124031873,11.357428733595299,18.278743390436574,True,False,0,1,0.0,25.875338390556124,127930.37696554004,0.017424528260756356,1.2793037696553997
2022-09-09,4907.673888828344,4933.740723828673,4901.738742167246,4911.914052587188,4783112,4785.002982944411,35.97258538162532,16.280460063201303,19.69212531842402,True,False,0,1,0.0,25.875338390556124,127097.43825602137,-0.006510875128141191,1.2709743825602131
2022-09-12,4949.2632802951375,4949.2632802951375,4945.270171548941,4945.270171548941,3306569,4787.794492515238,43.187954712796454,21.661958993120336,21.525995719676118,True,False,0,1,0.0,25.875338390556124,127960.53912155239,0.00679085965361792,1.2796053912155232
2022-09-13,4950.789802272419,4951.029388589052,4950.789802272419,4951.029388589052,1211463,4790.018259277431,48.808276149673475,27.091222424430967,21.717053725242508,True,False,0,1,0.0,25.875338390556124,128109.56081132992,0.0011645909809427923,1.2810956081132985
2022-09-14,5027.907800956422,5049.032318138503,5027.907800956422,5037.011714674563,3990996,4793.414860918176,59.51443119507803,33.57586417856038,25.938567016517652,True,False,0,1,0.0,25.875338390556124,130334.38259439965,0.01736655538415488,1.3033438259439956
2022-09-15,5006.282677445396,5020.381953008707,4977.263735560488,5003.037114395693,2667788,4795.583860231747,64.51399274749201,39.76348989234671,24.7505028551453,True,False,0,1,0.0,25.875338390556124,129455.27831549999,-0.006744991316953053,1.294552783154999
2022-09-16,4956.060755757499,4967.775164943506,4916.009540231776,4967.775164943506,1268602,4797.014065291553,64.88290691063321,44.78737329600401,20.095533614629197,True,False,0,1,0.0,25.875338390556124,128542.86344111398,-0.007048108707953471,1.2854286344111387
2022-09-19,4953.837722911214,5016.518479335189,4922.120818428336,4942.098465943716,3394820,4798.607266459577,62.38425219618057,48.30674907603933,14.077503120141238,True,False,0,1,0.0,25.875338390556124,127878.47016574196,-0.005168651588941531,1.2787847016574188
2022-09-20,4850.904412344649,4906.79610333695,4850.904412344649,4855.416233079593,1662213,4798.366981921123,52.80086309232229,49.205571879295924,3.595291213026364,True,False,0,1,0.0,25.875338390556124,125635.53805793381,-0.01753956005964974,1.2563553805793373
2022-09-21,4834.581003081563,4861.683745799156,4781.23759231496,4832.636739994411,2351197,4798.175710918926,42.87362302874499,47.93918210918574,-5.0655590804407495,True,False,0,1,0.0,25.875338390556124,125046.11096598937,-0.0046915633988262595,1.2504611096598928
2022-09-22,4803.221637358978,4816.632360266362,4760.7754921218875,4800.501789490381,4440094,4796.526584701898,32.04381071047828,44.76010782944425,-12.716297118965969,True,False,0,1,0.0,25.875338390556124,124214.60824753383,-0.0066495688033167966,1.2421460824753374
2022-09-23,4802.2421571017485,4814.046250301871,4793.349315817701,4804.730094139105,1542608,4795.0466684417,23.53104404323949,40.5142950722033,-16.983251028963814,True,False,0,1,0.0,25.875338390556124,124324.01706113791,0.0008808047229522664,1.2432401706113783
2022-09-26,4822.24937959053,4822.24937959053,4778.434421113809,4816.597643627098,3191306,4794.43354879464,17.54003656745681,35.919443371254005,-18.379406803797195,True,False,0,1,0.0,25.875338390556124,124631.0939200064,0.002469972143173793,1.246310939200063
2022-09-27,4885.184718902889,4906.3929341755365,4855.7831058855845,4889.829114356223,3673683,4795.513255252872,18.488167559778958,32.433188208958995,-13.945020649180037,True,False,0,1,0.0,25.875338390556124,126525.98300596062,0.015203983423032641,1.2652598300596052
2022-09-28,4934.604665887428,4947.147142450573,4900.809270455067,4926.020608999747,4846703,4796.959563574175,21.907384661398282,30.328027499446854,-8.420642838048572,True,False,0,1,0.0,25.875338390556124,127462.45017672182,0.007401382297239856,1.274624501767217
2022-09-29,4887.917898367046,4901.111491322935,4852.9429410868315,4901.111491322935,3507720,4798.3338031273415,22.349549531338198,28.732331905825127,-6.382782374486929,True,False,0,1,0.0,25.875338390556124,126817.91832782411,-0.005056640979395066,1.2681791832782399
2022-09-30,4864.566261535659,4886.053082275559,4825.059583409532,4863.3370085629895,4742849,4799.587466524878,19.427930226010176,26.87145156986214,-7.4435213438519625,True,False,0,1,0.0,25.875338390556124,125840.49080388229,-0.007707329822392861,1.2584049080388218
2022-10-03,4900.10204408525,4900.10204408525,4881.173546208889,4881.173546208889,1093476,4800.982036506143,18.34036904143977,25.165235064177665,-6.8248660227378934,True,False,0,1,0.0,25.875338390556124,126302.01725118584,0.00366755123375051,1.2630201725118573
2022-10-04,4816.8680012030345,4826.524247991503,4780.4944154723835,4826.524247991503,1114560,4801.068745216588,12.919795958791838,22.7161472431005,-9.796351284308663,True,False,0,1,0.0,25.875338390556124,124887.94816700456,-0.01119593427687715,1.2488794816700446
2022-10-05,4891.306364562706,4897.945480393189,4844.120190955034,4897.945480393189,1920707,4802.972486117164,14.223094322564066,21.017536658993215,-6.7944423364291495,True,False,0,1,0.0,25.875338390556124,126735.99672366875,0.01479765328671201,1.2673599672366864
2022-10-06,4948.372201878271,4948.372201878271,4912.889549788278,4943.291409361426,2349987,4806.144965774785,18.69944954722996,20.553919236640564,-1.8544696894106032,True,False,0,1,0.0,25.875338390556124,127909.337980356,0.009258153066374453,1.279093379803559
2022-10-07,4924.468791840917,4983.931446422589,4922.70073710027,4922.70073710027,4707957,4808.706898373176,20.350905573674027,20.513316504047257,-0.1624109303732304,True,False,0,1,0.0,25.875338390556124,127376.54736790954,-0.0041653769838779775,1.2737654736790947
2022-10-10,4855.765090368695,4880.422395826743,4833.027555030747,4852.3623218034845,1869241,4811.009332353042,15.801820549933836,19.571017313224573,-3.7691967632907364,True,False,0,1,0.0,25.875338390556124,125556.51707024976,-0.014288582437415931,1.2555651707024968
2022-10-11,4909.516019725999,4909.516019725999,4878.610023966003,4904.717370496682,1549656,4815.475514312502,16.23411599062092,18.903637048703843,-2.669521058082921,True,False,0,1,0.0,25.875338390556124,126911.22167164028,0.010789600038304314,1.2691122167164022
2022-10-12,4904.569863907032,4924.950624402139,4884.743055850869,4898.3516859557485,4438856,4820.38166444253,15.880000933870178,18.29890982573711,-2.4189088918669306,True,False,0,1,0.0,25.875338390556124,126746.5074300561,-0.0012978697976002707,1.2674650743005604
2022-10-13,4957.0759307956,4957.0759307956,4888.088060418786,4946.098561212246,4580885,4826.4078623553,19.23045923255995,18.485219707101677,0.745239525458274,True,False,1,1,0.0,25.875338390556124,127981.97398440963,0.009747539237207947,1.2798197398440958
2022-10-14,4884.576840460417,4921.639050206864,4878.007052238136,4880.576537816887,4349718,4830.871046812839,16.409483563440517,18.070072478369447,-1.6605889149289297,True,False,0,1,0.0,25.875338390556124,126286.56945702079,-0.013247213452070805,1.2628656945702073
2022-10-17,4852.537459906349,4858.008385598363,4849.6230291488555,4854.8800138375345,2494475,4833.637942708165,11.962449618474238,16.848547906390404,-4.886098287916166,True,False,0,1,0.0,25.875338390556124,125621.663203594,-0.005265059113456094,1.2562166320359394
2022-10-18,4859.922682656573,4865.682067922091,4828.901292890691,4853.394152119999,4403209,4835.688666601078,8.223451722660684,15.123528669644461,-6.900076946983777,True,False,0,1,0.0,25.875338390556124,125583.21602885118,-0.0003060552914389003,1.2558321602885112
2022-10-19,4872.0487403173365,4900.341475482987,4853.6061829053415,4853.6061829053415,3097953,4837.872972032224,5.217237004000708,13.142270336515711,-7.925033332515003,True,False,0,1,0.0,25.875338390556124,125588.70239717115,4.3687114356982804e-05,1.2558870239717108
2022-10-20,4832.6849792966395,4833.967273675436,4792.213975636731,4833.967273675436,3727978,4839.682789573314,1.23584824592308,10.760985918397186,-9.525137672474106,False,True,0,1,0.0,25.875338390556124,125080.53897522594,-0.0040462510739075475,1.2508053897522586
2022-10-21,4847.8112297923035,4857.278349978295,4847.8112297923035,4857.278349978295,3995785,4842.765585703813,-0.03798413292224723,8.601191908133298,-8.639176041055546,True,False,0,1,0.0,25.875338390556124,125683.72096281049,0.004822348804429222,1.256837209628104
2022-10-24,4823.663200137813,4823.663200137813,4802.285303129339,4813.006427383991,4980125,4844.984111691859,-4.567231427200568,5.967507241066525,-10.534738668267092,False,True,0,1,0.0,25.875338390556124,124538.16998448235,-0.009114553337159048,1.2453816998448224
2022-10-25,4804.625330869584,4845.150843311522,4783.278042541032,4805.782382223343,3706709,4847.297032695131,-8.640015885080174,3.0460026158371853,-11.68601850091736,False,True,0,1,0.0,25.875338390556124,124351.24537140194,-0.0015009423464604765,1.2435124537140183
2022-10-26,4788.208785653131,4809.105981873873,4788.208785653131,4809.105981873873,2826629,4849.4277570477225,-11.467351703204258,0.1433317520288968,-11.610683455233154,False,True,0,1,0.0,25.875338390556124,124437.24463703413,0.0006915834688694389,1.2443724463703403
2022-10-27,4836.421432791222,4836.421432791222,4811.164110911263,4828.238325152856,4024625,4852.613941447605,-12.025591963489205,-2.2904529910747238,-9.735138972414482,False,True,0,1,0.0,25.875338390556124,124932.30049358211,0.00397835758893561,1.2493230049358202
2022-10-28,4850.104713385511,4858.91641882177,4850.104713385511,4855.303074559832,3395265,4855.938458354817,-10.166904557018825,-3.8657433042635443,-6.30116125275528,False,True,0,1,0.0,25.875338390556124,125632.6100429432,0.005605512318225925,1.2563261004294308
2022-10-31,4808.094487539681,4836.658637659017,4768.649772220927,4808.965230353262,2524061,4857.1239914422085,-12.291272029317042,-5.550849049274245,-6.740422980042798,False,True,0,1,0.0,25.875338390556124,124433.60264380934,-0.009543759368877414,1.2443360264380923
2022-11-01,4749.4498350136,4789.02137756494,4713.9638645716595,4746.298479537168,1091679,4857.158573553405,-18.81464806810709,-8.203608853040814,-10.611039215066276,False,True,0,1,0.0,25.875338390556124,122812.07926060623,-0.013031233917133345,1.2281207926060613
2022-11-02,4797.98293767478,4799.437102462147,4796.155605460759,4796.155605460759,3778217,4857.88567784168,-19.733936650826763,-10.509674412598004,-9.224262238228759,False,True,0,1,0.0,25.875338390556124,124102.14926505972,0.010504422791474566,1.2410214926505962
2022-11-03,4815.075131440278,4815.075131440278,4779.510513926139,4808.252684232094,2764239,4858.32069120141,-19.264279693695244,-12.260595468817453,-7.003684224877791,False,True,0,1,0.0,25.875338390556124,124415.16527180524,0.0025222448490958005,1.2441516527180514
2022-11-04,4773.013612172298,4819.06784930175,4773.013612172298,4777.174400855113,2339083,4858.474491326393,-21.155958191044192,-14.039668013262801,-7.116290177781391,False,True,0,1,0.0,25.875338390556124,123611.00417282825,-0.006463529564262993,1.2361100417282815
2022-11-07,4843.105433140145,4843.105433140145,4838.140477277581,4838.140477277581,2210368,4859.688967328057,-17.533558231436473,-14.738446056897537,-2.795112174538936,False,True,0,1,0.0,25.875338390556124,125188.52203060413,0.012761953260813641,1.2518852203060402
2022-11-08,4839.235083098408,4846.868048516172,4817.496205164808,4841.748402521552,4024628,4860.987366663914,-14.207871255229293,-14.63233109656389,0.42445984133459724,False,True,0,1,0.0,25.875338390556124,125281.8783171797,0.000745725606958958,1.2528187831717958
2022-11-09,4895.186816138468,4907.28207630279,4887.964257690897,4887.964257690897,4703367,4863.154948779829,-7.753628097908404,-13.256590496832793,5.502962398924389,True,False,0,1,0.0,25.875338390556124,126477.72920869544,0.009545282267305888,1.2647772920869533
2022-11-10,4895.792055058084,4915.426251486054,4846.898244212466,4889.774039162341,4781039,4866.001265380609,-2.464154417408281,-11.09810328094789,8.63394886353961,True,False,0,1,0.0,25.875338390556124,126524.55791668201,0.00037025259924861054,1.2652455791668191
2022-11-11,4962.079236331,4973.622005031562,4962.079236331,4971.380078987918,2740081,4870.485306111873,8.217985169267195,-7.234885590904874,15.452870760172068,True,False,0,1,0.0,25.875338390556124,128636.141811882,0.01668912288625024,1.286361418118819
2022-11-14,5051.787402568881,5056.829455415666,5030.7426850878965,5040.838880818703,1612236,4875.986371469622,22.03440367901294,-1.381027736921311,23.41543141593425,True,False,0,1,0.0,25.875338390556124,130433.41181345614,0.013971734352873133,1.3043341181345602
2022-11-15,5024.804447416895,5030.196450255053,5024.804447416895,5030.196450255053,4890702,4880.1409109667,31.759159860442196,5.247009782551391,26.512150077890805,True,False,0,1,0.0,25.875338390556124,130158.0353213237,-0.0021112419609653488,1.3015803532132357
2022-11-16,5076.639467197737,5076.639467197737,5036.882680838508,5068.448268899998,4364916,4884.32125227926,42.067770209473565,12.611161867935827,29.456608341537738,True,False,0,1,0.0,25.875338390556124,131147.81407281585,0.0076044383202977794,1.3114781407281573
2022-11-17,5097.468688166991,5120.558394270287,5036.140257755688,5093.726965582215,4988395,4887.313701598812,51.681446198783306,20.42521873410532,31.256227464677984,True,False,0,1,0.0,25.875338390556124,131801.90890354043,0.004987462698855305,1.318019089035403
2022-11-18,5166.938335800657,5166.938335800657,5145.522053428477,5148.012351256618,3374151,4892.0356675722005,62.95502429322278,28.931179845928813,34.02384444729397,True,False,0,1,0.0,25.875338390556124,133206.56162752747,0.010657301822654341,1.3320656162752733
2022-11-21,5106.750349573993,5125.867603172726,5040.996657214363,5109.03374006138,3526537,4895.31093894245,67.96075866738556,36.737095610220166,31.223663057165396,True,False,0,1,0.0,25.875338390556124,132197.97687285676,-0.007571584630274519,1.3219797687285664
2022-11-22,5132.5857165216885,5163.05861693336,5112.615661399295,5136.1740202277915,4407405,4899.013831575224,73.27318534227197,44.04431355663053,29.228871785641445,True,False,0,1,0.0,25.875338390556124,132900.24080617717,0.00531221392287895,1.3290024080617706
2022-11-23,5178.089636395602,5184.956532595018,5178.089636395602,5178.2907571269525,1177476,4901.839412424272,79.96006063401273,51.22746297210697,28.732597661905764,True,False,0,1,0.0,25.875338390556124,133990.02562534896,0.008200021403732105,1.3399002562534887
2022-11-24,5104.7068954212145,5127.48095116613,5097.381529262715,5107.804061273328,2199217,4903.934751361826,78.66496940549769,56.714964258785116,21.95000514671257,True,False,0,1,0.0,25.875338390556124,132166.15851810423,-0.013611961776501702,1.3216615851810414
2022-11-25,5068.517355489193,5068.517355489193,5060.421269459353,5060.421269459353,3746514,4905.787673452142,72.97400605434359,59.966772617896815,13.007233436446775,True,False,0,1,0.0,25.875338390556124,130940.11274602836,-0.009276548443434729,1.3094011274602828
2022-11-28,4962.790830963562,4988.678869792867,4962.790830963562,4978.885682457059,2832942,4906.523417782409,61.179398128848334,60.20929772008712,0.970100408761212,True,False,0,1,0.0,25.875338390556124,128830.35184147138,-0.016112410935899213,1.288303518414713
2022-11-29,4957.760818726125,4998.293858994916,4937.082411101512,4968.230693397918,3675877,4908.779706988776,50.39143668815723,58.245725513701146,-7.854288825543918,True,False,0,1,0.0,25.875338390556124,128554.65039401842,-0.0021400348870599384,1.2855465039401834
2022-11-30,4986.470703507903,5016.056139775702,4982.833646891382,4997.142630508713,3253962,4912.069824799061,43.67143411311372,55.33086723358366,-11.659433120469942,True,False,0,1,0.0,25.875338390556124,129302.75655028672,0.005819362846659848,1.2930275655028665
2022-12-01,5067.149877515661,5067.149877515661,5041.166937209462,5057.5374450542095,1924276,4917.210537910338,42.72661463358236,52.8100167135834,-10.083402080001044,True,False,0,1,0.0,25.875338390556124,130865.49281368632,0.012085869668152283,1.3086549281368622
2022-12-02,5078.207784745694,5081.74967763925,5005.674502124863,5060.893321160917,4236138,4922.333802450774,41.76716368082543,50.60144610703181,-8.834282426206379,True,False,0,1,0.0,25.875338390556124,130952.32724354416,0.000663539547292924,1.3095232724354409
2022-12-05,5125.451867555967,5160.219675413752,5087.038339398027,5126.522790154459,2068307,4928.532305381322,45.774877256572836,49.63613233694002,-3.8612550803671866,True,False,0,1,0.0,25.875338390556124,132650.51196214455,0.012967961351630697,1.3265051196214446
