date,open,high,low,close,volume,ma_short,ma_medium,ma_long,bias_short,bias_medium,bias_long,bias_short_change,bias_medium_change,oversold,overbought,price_new_high,price_new_low,bias_new_high,bias_new_low,bearish_divergence,bullish_divergence,signal,volatility,dynamic_buy_threshold,dynamic_sell_threshold,position,strategy_returns,stop_loss_level,take_profit_level,returns,cumulative_returns,benchmark_returns
2022-10-05,4772.846900202417,4779.325227473262,4726.803498777504,4779.325227473262,10384083,4762.422756403955,4735.7650604289,4757.060889702131,0.3549132853982562,0.9198126699388458,0.46802717659822035,1.4717565715033947,1.5855377788930325,False,False,False,False,False,False,False,False,0,0.16388724944592267,-2.883009807954931,3.883009807954931,0,0.0,0.0,0.0,0.015312117965109007,1.0,1.1544630345479954
2022-10-06,4830.286219757346,4830.286219757346,4795.650311535712,4825.326673248244,26419167,4765.957814034442,4743.739717674373,4765.854504120128,1.245685789307184,1.719886849396304,1.2478805023674617,0.8907725039089278,0.8000741794574582,False,False,False,False,False,False,False,False,0,0.15446919515796964,-2.7888292650754005,3.7888292650754005,0,0.0,0.0,0.0,0.00962509215956886,1.0,1.1655748476503354
2022-10-07,4807.115702462305,4865.161325783798,4805.389781542538,4805.389781542538,49162400,4770.212276502614,4751.898116698592,4773.019470494369,0.7374410823015807,1.1256904826299046,0.6781935679976697,-0.5082447070056033,-0.5941963667663994,False,False,False,False,False,False,False,False,0,0.15329860130075912,-2.777123326503295,3.777123326503295,0,-0.0,0.0,0.0,-0.004131718545862806,1.0,1.1607590204357072
2022-10-10,4739.023811993276,4763.088311723102,4716.83292767593,4735.702852070972,41074455,4769.038520899188,4756.873675636624,4774.895911216669,-0.699001878096199,-0.4450575106520793,-0.8208149428687962,-1.4364429603977795,-1.570747993281984,False,False,False,False,False,False,False,False,0,0.1596182195428537,-2.840319508924241,3.840319508924241,0,-0.0,0.0,0.0,-0.014501826623770087,1.0,1.1439258943693713
2022-10-11,4793.391681927793,4793.391681927793,4763.216702886594,4788.706534714121,37444669,4773.61639509181,4765.860020040155,4777.417264379619,0.3161154641128326,0.4793786342422397,0.23630488420331527,1.0151173422090316,0.924436144894319,False,False,False,False,False,False,False,False,0,0.1651017438887943,-2.895154752383647,3.895154752383647,0,0.0,0.0,0.0,0.011192358198734986,1.0,1.1567291227319616
2022-10-12,4789.057804654092,4808.958559016295,4769.697956084801,4782.986076760588,43369021,4786.239524301621,4773.326593088416,4776.148303515435,-0.06797502558143925,0.2023637705024848,0.14316501102195262,-0.38409048969427184,-0.2770148637397549,False,False,False,False,False,False,False,False,0,0.1503563290173823,-2.747700603669527,3.747700603669527,0,-0.0,0.0,0.0,-0.0011945726705248072,1.0,1.155347325734746
2022-10-13,4842.096968147008,4842.096968147008,4774.709265667962,4831.374217735303,42191226,4794.914356011962,4778.668556207958,4778.212492294413,0.7603860885987942,1.1029361192852596,1.1125860460710255,0.8283611141802334,0.9005723487827748,False,False,False,False,False,False,False,False,0,0.15402870088051854,-2.7844243223008895,3.7844243223008895,0,0.0,0.0,0.0,0.010116722105845577,1.0,1.1670356535649362
2022-10-14,4770.395740182601,4806.591589540873,4763.979526296913,4766.488947984746,29828014,4785.108068468045,4775.532941251244,4776.158635984784,-0.38910553778275325,-0.18938186329687443,-0.2024574294326047,-1.1494916263815473,-1.292317982582134,False,False,False,False,False,False,False,False,0,0.15922438265661595,-2.8363811400618637,3.8363811400618637,0,-0.0,0.0,0.0,-0.013429982201000334,1.0,1.1513623855096262
2022-10-17,4739.136307271317,4744.479380415137,4736.289985170357,4741.424116995353,29313263,4774.447124376847,4772.329700439731,4772.795449845438,-0.6916613907584914,-0.6475995034779399,-0.6572947275815316,-0.30255585297573817,-0.4582176401810655,False,False,False,False,False,False,False,False,0,0.1592557306763133,-2.836694620258837,3.836694620258837,0,-0.0,0.0,0.0,-0.005258552209586154,1.0,1.1453078862932702
2022-10-18,4746.941099783736,4752.566593111838,4716.640883161446,4740.564341973194,21712961,4775.257372693884,4772.147946796536,4765.788529692733,-0.7265164579206317,-0.661832054987814,-0.5292762690241639,-0.03485506716214026,-0.014232551509874014,False,False,False,False,False,False,False,False,0,0.1458169340933248,-2.702306654428952,3.702306654428952,0,-0.0,0.0,0.0,-0.00018133265469266746,1.0,1.1451002045738081
2022-10-19,4759.4124971725005,4787.051136378277,4741.396310778447,4741.396310778447,46809424,4767.372335371272,4770.494365231541,4760.206273628678,-0.5448709008964489,-0.6099588894846654,-0.39515016301788664,0.18164555702418284,0.05187316550314858,False,False,False,False,False,False,False,False,0,0.14469494541489414,-2.6910867676446455,3.6910867676446455,0,0.0,0.0,0.0,0.00017549995005583519,1.0,1.1453011696025197
2022-10-20,4721.117960663464,4722.370652086251,4681.581267689804,4722.370652086251,31574879,4757.269764592215,4771.754644446918,4755.274645888851,-0.7335954073009392,-1.034923126614181,-0.6919472849175549,-0.18872450640449034,-0.4249642371295156,False,False,False,False,False,False,False,False,0,0.14326040471275772,-2.6767413606232813,3.6767413606232813,0,-0.0,0.0,0.0,-0.004012669991104834,1.0,1.1407054539684784
2022-10-21,4737.0369635109455,4746.287756525212,4737.0369635109455,4746.287756525212,19084970,4743.088687723867,4769.001521867914,4752.383291148408,0.06744695307141615,-0.47627926387838887,-0.1282626894709673,0.8010423603723553,0.5586438627357921,False,False,False,False,False,False,False,False,0,0.14415903276744288,-2.685727641170133,3.685727641170133,0,0.0,0.0,0.0,0.0050646393942828105,1.0,1.1464827157479205
2022-10-24,4713.026455294546,4713.026455294546,4692.13888707531,4702.614108944289,49823623,4732.4428812171245,4758.775474842584,4751.257596258479,-0.6303039048019939,-1.1801642291214187,-1.0238023581902937,-0.6977508578734101,-0.7038849652430299,False,False,False,True,False,False,False,True,0,0.14814677234380558,-2.72560503693376,3.72560503693376,0,-0.0,0.0,0.0,-0.009201643436152929,1.0,1.135933190591896
2022-10-25,4694.849444369036,4734.449031531095,4673.98989802644,4695.980059459957,40479362,4724.868871627891,4749.65799800237,4750.7780573504815,-0.6114204002868028,-1.1301432348389828,-1.1534531234465852,0.018883504515191163,0.05002099428243589,False,False,False,True,False,False,False,True,0,0.13621847367654705,-2.6063220502611744,3.6063220502611744,0,-0.0,0.0,0.0,-0.0014107152597773176,1.0,1.1343307123058404
2022-10-26,4679.462260663744,4699.884854048069,4679.462260663744,4699.884854048069,39627659,4718.088956973705,4746.6731648337945,4751.77342023521,-0.3858363649275436,-0.9857074452136503,-1.0919831734016567,0.2255840353592592,0.14443578962533254,False,False,False,False,False,False,False,False,0,0.1327005134135665,-2.571142447631369,3.571142447631369,0,0.0,0.0,0.0,0.000831518562402378,1.0,1.1352739293490257
2022-10-27,4727.58803941917,4727.58803941917,4702.899079929851,4719.589075239968,11932303,4714.454417717291,4740.913376544281,4753.386698292218,0.10891308023640378,-0.44979310125798,-0.7110219554489992,0.49474944516394737,0.5359143439556703,False,False,False,False,False,False,False,False,0,0.13307310232441763,-2.5748683367398804,3.5748683367398804,0,0.0,0.0,0.0,0.00419249020003698,1.0,1.1400335541721789
2022-10-28,4742.1332377400895,4750.748779815943,4742.1332377400895,4747.215874665122,12751821,4718.595288147103,4737.932526369659,4755.629559729037,0.6065488724984043,0.19593669271976946,-0.17692053088328794,0.4976357922620005,0.6457297939777494,False,False,False,False,False,False,False,False,0,0.13212575227730144,-2.5653948362687187,3.5653948362687187,0,0.0,0.0,0.0,0.005853645091707271,1.0,1.1467069059909405
2022-10-31,4700.5784756916255,4728.50388971486,4662.015801790848,4701.42974742474,41759418,4711.118953297024,4727.103820510446,4752.886188359202,-0.205666763423652,-0.5431247981969224,-1.0826356637886578,-0.8122156359220563,-0.7390614909166918,False,False,False,False,False,False,False,False,0,0.13563339888505319,-2.600471302346236,3.600471302346236,0,-0.0,0.0,0.0,-0.009644837826889963,1.0,1.1356471038476832
2022-11-01,4642.384196644343,4681.063687987292,4607.698177398962,4639.303881372047,33303156,4700.56724870165,4716.505064959388,4746.019003105315,-1.3033186015267584,-1.6368302911597878,-2.248518635585843,-1.0976518381031064,-1.0937054929628656,False,False,False,True,False,True,False,False,0,0.13774907570169,-2.621628070512604,3.621628070512604,0,-0.0,0.0,0.0,-0.013214249577316983,1.0,1.1206403795856827
2022-11-02,4691.477336104614,4692.899221349207,4689.690567002061,4689.690567002061,10426941,4699.518999958668,4712.19393579328,4742.261818116505,-0.2091369979926483,-0.477556083171496,-1.108569141282136,1.09418160353411,1.1592742079882918,False,False,False,False,False,False,False,False,0,0.13166201687409504,-2.5607574822366543,3.5607574822366543,0,0.0,0.0,0.0,0.010860828891232854,1.0,1.132811462996969
2022-11-03,4708.977512365,4708.977512365,4674.196542278693,4702.305394151753,22262378,4699.922423309282,4709.005690141493,4740.576818469014,0.05070234416322737,-0.14228685269519487,-0.8073157715356087,0.2598393421558757,0.33526923047630114,False,False,False,False,False,False,False,False,0,0.12649972881106863,-2.5091346016063905,3.5091346016063905,0,0.0,0.0,0.0,0.0026899060757767934,1.0,1.1358586194339941
2022-11-04,4667.663616698745,4712.701344329722,4667.663616698745,4671.732568419733,48404656,4691.946338839242,4703.200378278267,4736.847371754904,-0.430818448458855,-0.6690722769088843,-1.3746443198368734,-0.48152079262208236,-0.5267854242136893,False,False,False,False,False,False,False,False,0,0.1274891001080919,-2.519028314576623,3.519028314576623,0,-0.0,0.0,0.0,-0.006501667409786527,1.0,1.128473644465895
2022-11-07,4738.048595333205,4738.048595333205,4733.191339492864,4733.191339492864,10386354,4689.608916310533,4704.102102228818,4737.928373337868,0.9293402490504347,0.6183802271269556,-0.09998111984260416,1.3601586975092896,1.2874525040358398,False,False,False,False,True,False,False,False,0,0.12752967657344952,-2.5194340792301992,3.5194340792301992,0,0.0,0.0,0.0,0.013155455748598222,1.0,1.1433192295591255
2022-11-08,4734.819641640126,4742.287911720705,4713.54982017873,4737.278731551252,38105973,4695.583746998284,4703.351350147655,4736.176436007784,0.8879616848410395,0.7213448215501207,0.023273954388350258,-0.04137856420939512,0.10296459442316508,False,False,False,False,False,False,False,False,0,0.12059284685092928,-2.4500657820049967,3.4500657820049967,0,0.0,0.0,0.0,0.0008635594391217527,1.0,1.1443065536717407
2022-11-09,4791.029248666841,4802.867151364744,4783.960368545977,4783.960368545977,49060768,4719.693161527273,4710.130205114462,4734.452839978523,1.3616818894622174,1.5674760615183605,1.0456863811041452,0.4737202046211778,0.8461312399682398,False,False,False,False,True,False,False,False,0,0.12601903094919545,-2.5043276229876583,3.5043276229876583,0,0.0,0.0,0.0,0.009854103936045577,1.0,1.1555826693863203
2022-11-10,4792.112368186964,4811.330765227475,4744.2539965392125,4786.22179765586,10935709,4735.781699969573,4717.650349964121,4733.654173983245,1.0650849401823397,1.4535084757237402,1.1105083248694854,-0.2965969492798777,-0.1139675857946203,False,False,True,False,False,False,True,False,0,0.12031163952950294,-2.4472537087907336,3.4472537087907336,0,0.0,0.0,0.0,0.00047271066975218545,1.0,1.1561289256439198
2022-11-11,4859.156983133896,4870.4603345043,4859.156983133896,4868.264909951044,12485178,4763.441619269455,4731.682021289368,4739.177593061581,2.2005788893800813,2.8865610167197393,2.723833710693882,1.1354939491977416,1.433052540995999,False,False,True,False,True,False,False,False,0,0.1253735150857109,-2.497872464352813,3.497872464352813,0,0.0,0.0,0.0,0.01714151908617456,1.0,1.1759467316889236
2022-11-14,4948.871252573896,4953.810587585248,4928.255262814068,4938.145776573048,16379022,4807.843820628342,4749.895079733792,4745.404228139037,2.7101952726841554,3.9632601074170846,4.061646577779476,0.5096163833040741,1.0766990906973453,False,False,True,False,True,False,False,False,0,0.1313934743756422,-2.558072057252126,3.558072057252126,0,0.0,0.0,0.0,0.014354368119771754,1.0,1.1928267039648288
2022-11-15,4922.627620116956,4927.909979336429,4922.627620116956,4927.909979336429,15477630,4840.296927268936,4764.952921789734,4751.442724079697,1.8100759805437727,3.4199090782514547,3.71397206078944,-0.9001192921403827,-0.5433510291656298,False,False,False,False,False,False,False,False,0,0.1319929490499232,-2.564066803994936,3.564066803994936,0,-0.0,0.0,0.0,-0.0020728017559097367,1.0,1.1903542106783545
2022-11-16,4974.579108122325,4974.579108122325,4935.6215890574795,4966.552585028513,16288893,4878.509236181812,4787.046491590048,4757.075156050248,1.8047182978300178,3.7498297489657455,4.4034921061073256,-0.005357682713754919,0.32992067071429076,False,False,True,False,False,False,True,False,0,0.13340608475488944,-2.5781981610445985,3.5781981610445985,0,0.0,0.0,0.0,0.007841581086935223,1.0,1.1996884697435635
2022-11-17,4995.872964598344,5018.502478488198,4935.766847975339,4992.205816873492,26328470,4913.2168109030645,4816.454986215169,4766.480025587279,1.607684110237935,3.648966535788812,4.735691539133253,-0.1970341875920829,-0.10086321317693336,False,False,True,False,False,False,True,False,0,0.13156012077983564,-2.5597385212940607,3.5597385212940607,0,0.0,0.0,0.0,0.005165198879059529,1.0,1.2058850992827035
2022-11-18,5065.403160900545,5065.403160900545,5044.407728524058,5046.84908966879,22054240,4956.654692905219,4846.218196437397,4779.206066115338,1.8196627030055528,4.139947585911074,5.600156591929481,0.21197859276761788,0.49098105012226156,False,False,True,False,False,False,True,False,0,0.1345170918548458,-2.589308232044162,3.589308232044162,0,0.0,0.0,0.0,0.010945717143833633,1.0,1.2190843764874157
2022-11-21,5005.973001342312,5024.712992300175,4941.5169018350525,5008.21133107236,38688172,4979.979096425439,4871.710357847447,4790.35802399447,0.5669147219349903,2.8019106884101657,4.547745825816816,-1.2527479810705624,-1.338036897500908,False,False,False,False,False,False,False,False,0,0.1327409691335649,-2.571547004831353,3.571547004831353,0,-0.0,0.0,0.0,-0.00765581809757776,1.0,1.209751288255429
2022-11-22,5032.15696098578,5062.033601415652,5012.577657795199,5035.675052737209,28123581,4996.233975786132,4902.038898207236,4802.6196382427515,0.7894161310744262,2.726134110825712,4.8526727504852065,0.22250140913943595,-0.07577657758445344,False,False,False,False,False,False,False,False,0,0.13182714493264303,-2.5624087628221344,3.5624087628221344,0,0.0,0.0,0.0,0.005483738574380004,1.0,1.2163852480602413
2022-11-23,5077.9002242745555,5084.6342548146995,5077.9002242745555,5078.097453576972,44690510,5021.265221492889,4930.781074380912,4817.441588304865,1.1318309146630887,2.987688501553601,5.4106699685761015,0.3424147835886625,0.261554390727889,False,False,True,False,False,False,True,False,0,0.13251841732639105,-2.5693214867596144,3.5693214867596144,0,0.0,0.0,0.0,0.008424372183567286,1.0,1.2266325301085015
2022-11-24,5004.861700951695,5027.190308981139,4997.679614833291,5007.898287982508,18875206,5028.156171985222,4953.332704083517,4828.342027115586,-0.4028889181203642,1.1015933545915,3.718797464192652,-1.5347198327834528,-1.8860951469621012,False,False,False,False,False,False,False,False,0,0.14668402737003566,-2.7109775871960604,3.7109775871960604,0,-0.0,0.0,0.0,-0.013823910674462536,1.0,1.2096756715818915
2022-11-25,4968.721226015056,4968.721226015056,4960.78454716349,4960.78454716349,22932366,5022.919293700222,4968.068052301643,4839.099128708052,-1.2370245847800394,-0.14660638826753233,2.514629587427472,-0.8341356666596752,-1.2481997428590323,False,False,False,False,False,False,False,False,0,0.15264204030248593,-2.7705577165205635,3.7705577165205635,0,-0.0,0.0,0.0,-0.009407886923757491,1.0,1.1982951796492287
2022-11-28,4863.7256244188275,4889.09689677519,4863.7256244188275,4879.49919705093,44087469,4995.0276449305775,4975.841168917898,4846.745759441009,-2.3128690388109585,-1.9361946773698964,0.6757820450169157,-1.075844454030919,-1.789588289102364,False,False,False,False,False,True,False,False,0,0.16124013159277287,-2.8565386294234325,3.8565386294234325,0,-0.0,0.0,0.0,-0.016385583638990675,1.0,1.178660413758887
2022-11-29,4858.814388774959,4898.538475208278,4838.548678472049,4869.075306871659,18602541,4971.838307563795,4975.908701994617,4853.795361641992,-2.066901502725847,-2.1470127673390227,0.3148040675637094,0.24596753608511168,-0.21081808996912632,False,False,False,False,False,False,False,False,0,0.15198822424100303,-2.764019555905734,3.764019555905734,0,-0.0,0.0,0.0,-0.0021362623003545744,1.0,1.1761424859520535
2022-11-30,4887.73826989761,4916.737912666194,4884.17322723089,4898.198892072472,40461879,4948.925614119672,4972.5797949529015,4861.237437343348,-1.0250047384521819,-1.495821202425458,0.7603301670720958,1.041896764273665,0.6511915649135647,False,False,False,False,False,False,False,False,0,0.14937705963532164,-2.7379079098489205,3.7379079098489205,0,0.0,0.0,0.0,0.005981338008822723,1.0,1.1831773917070698
2022-12-01,4968.2103456545665,4968.2103456545665,4942.734739848513,4958.785602444622,36167544,4929.040305597614,4975.152763545251,4870.052842667493,0.6034703512817289,-0.32897806114733746,1.8220081515281292,1.6284750897339109,1.1668431412781206,False,False,False,False,False,False,False,False,0,0.15367095822889343,-2.7808468957846384,3.7808468957846384,0,0.0,0.0,0.0,0.012369181347496427,1.0,1.1978123274313524
2022-12-02,4979.290531212562,4982.763432380653,4908.170107893815,4962.313332122821,27204925,4921.442812954332,4974.799492469777,4880.922992029912,0.8304580734110778,-0.2509882130095135,1.6675194471580728,0.22698772212934892,0.07798984813782395,False,False,False,False,False,False,False,False,0,0.15003016166105662,-2.7444389301062704,3.7444389301062704,0,0.0,0.0,0.0,0.00071141000257402,1.0,1.1986644631022936
2022-12-05,5027.0439730433145,5061.144244290375,4989.367978770097,5028.094334091172,34129461,4932.6611107756125,4977.790202237918,4897.122594226543,1.9347208570051806,1.0105715550373817,2.674463163716545,1.1042627835941028,1.2615597680468953,False,False,False,False,False,False,False,False,0,0.1501203600847688,-2.7453409143433922,3.7453409143433922,0,0.0,0.0,0.0,0.01325611616310618,1.0,1.2145540984657648
2022-12-06,4971.920679700422,4973.599983139645,4944.734181002724,4973.599983139645,42078935,4948.344575123731,4971.686110027155,4908.952153232275,0.5103809492749788,0.03849545345651359,1.3169374621995986,-1.424339907730202,-0.9720761015808681,False,False,False,False,False,False,False,False,0,0.1579430121149253,-2.823567434644957,3.823567434644957,0,-0.0,0.0,0.0,-0.010837973063084316,1.0,1.2013907938629342
2022-12-07,4906.93594581322,4949.400832147808,4841.578793945655,4906.24855916454,42482616,4954.540117172545,4963.18921236817,4917.449785107809,-0.9746930464974067,-1.14725936826537,-0.22778526335318766,-1.4850739957723855,-1.1857548217218836,False,False,False,False,False,False,False,False,0,0.16513305487713895,-2.8954678622670933,3.8954678622670933,0,-0.0,0.0,0.0,-0.013541785467955592,1.0,1.1851218174692655
2022-12-08,4916.283242936152,4916.283242936152,4891.335576563547,4904.88548289744,11750866,4955.654548976707,4952.290081548189,4927.164489877713,-1.024467415505186,-0.9572258060442479,-0.45216690098418233,-0.04977436900777932,0.1900335622211221,False,False,False,False,False,False,False,False,0,0.16520525963646573,-2.8961899098603614,3.8961899098603614,0,-0.0,0.0,0.0,-0.00027782454367375475,1.0,1.1847925615411292
2022-12-09,4912.055286559663,4946.415751098676,4900.290446752158,4921.182634840349,38470337,4949.387387709327,4939.213846653471,4934.997460517191,-0.5698635135939901,-0.36506238387184564,-0.2799358213933911,0.45460390191119593,0.5921634221724023,False,False,False,False,False,False,False,False,0,0.15454265886616314,-2.7895639021573353,3.7895639021573353,0,0.0,0.0,0.0,0.0033226365834095883,1.0,1.1887291966498574
2022-12-12,4923.231750308874,4965.106011358855,4864.962520874485,4920.8857772351275,47331605,4942.482795228046,4931.962804091189,4942.647754087353,-0.4369669837550071,-0.22459672337498457,-0.44028985950352656,0.13289652983898304,0.14046566049686107,False,False,False,False,False,False,False,False,0,0.1457286205807547,-2.701423519303251,3.701423519303251,0,-0.0,0.0,0.0,-6.0322411755242555e-05,1.0,1.1886574896377917
2022-12-13,4848.714572379792,4848.714572379792,4834.53873129003,4839.27607127066,33010323,4911.01308475796,4921.837097766786,4944.9525750342145,-1.4607375759178105,-1.677443297210851,-2.1370579830651453,-1.0237705921628035,-1.4528465738358665,False,False,False,True,False,False,False,True,0,0.15695909780406136,-2.8137282915363175,3.8137282915363175,0,-0.0,0.0,0.0,-0.01658435282972992,1.0,1.1689443744359376
2022-12-14,4841.724353350258,4841.724353350258,4836.876891727935,4836.876891727935,20190880,4888.225902856008,4918.28523898987,4947.063203953884,-1.0504631362898378,-1.6552180954566766,-2.2273075496161856,0.4102744396279727,0.022225201754174417,False,False,False,True,False,False,False,True,0,0.15358206975855027,-2.7799580110812068,3.7799580110812068,0,-0.0,0.0,0.0,-0.0004957724063251456,1.0,1.1683648440705632
2022-12-15,4787.756579716793,4793.394865774405,4777.016969878343,4785.941926502044,48401816,4868.174797412259,4911.357457292402,4943.6330796435095,-1.6891930617184654,-2.5535818127866063,-3.189782708405142,-0.6387299254286276,-0.8983637173299297,False,False,False,True,False,False,False,True,0,0.15494892708068916,-2.793626584302596,3.793626584302596,0,-0.0,0.0,0.0,-0.010530548195882394,1.0,1.1560613217697036
2022-12-16,4823.689509398572,4823.689509398572,4791.808776680499,4814.051334842249,39342253,4853.035772736394,4904.345160856551,4938.462477904726,-0.8033000315627958,-1.8410985167800047,-2.5192282743689454,0.8858930301556696,0.7124832960066017,False,False,False,False,False,False,False,False,0,0.15027681683025365,-2.7469054817982403,3.7469054817982403,0,0.0,0.0,0.0,0.00587332833784493,1.0,1.16285124949114
2022-12-19,4804.0030551917935,4886.50699442639,4804.0030551917935,4830.116911218529,26431928,4837.858152132758,4893.622769921042,4934.387766733147,-0.16001380509298735,-1.2977268924947787,-2.1131467659999412,0.6432862264698085,0.543371624285226,False,False,False,False,False,False,False,False,0,0.15016196971695212,-2.7457570106652254,3.7457570106652254,0,0.0,0.0,0.0,0.0033372258122805754,1.0,1.1667319466967847
2022-12-20,4800.502376879824,4800.502376879824,4794.002904378548,4794.002904378548,37200854,4816.711006656661,4879.5969009423525,4927.198196706065,-0.4714441503077647,-1.7541202337282096,-2.7032663799999055,-0.31143034521477736,-0.4563933412334309,False,False,False,False,False,False,False,False,0,0.14890479742035576,-2.7331852876992615,3.7331852876992615,0,-0.0,0.0,0.0,-0.0074768390711417165,1.0,1.158008479692173
2022-12-21,4768.762862456731,4776.070620099243,4768.023544018134,4775.009297392996,20339460,4805.999877677051,4858.506481217505,4918.148341727711,-0.6448310668504216,-1.7185771830767513,-2.910425517674233,-0.17338691654265687,0.03554305065145824,False,False,False,True,False,False,False,True,0,0.14333385115222338,-2.677475825017938,3.677475825017938,0,-0.0,0.0,0.0,-0.003961951497401972,1.0,1.1534205062620524
2022-12-22,4716.948542368972,4753.323029734794,4700.559426417583,4734.282007139503,42525366,4788.900730245645,4838.563316550827,4905.12471328899,-1.1405273607193884,-2.155212251839693,-3.482943169347757,-0.49569629386896685,-0.43663506876294145,False,False,False,True,False,False,False,True,0,0.13922041525831635,-2.6363414660788678,3.6363414660788678,0,-0.0,0.0,0.0,-0.00852925883845479,1.0,1.1435826842145618
2022-12-23,4738.336070617167,4738.336070617167,4725.842473412517,4733.496519166287,48789180,4780.159829023019,4824.167313217639,4893.678262792904,-0.9761872306740197,-1.8795118030613358,-3.273238145721476,0.16434013004536874,0.275700448778357,False,False,False,True,False,False,False,True,0,0.1372258059691065,-2.616395373186769,3.616395373186769,0,-0.0,0.0,0.0,-0.0001659149100182722,1.0,1.143392946796412
2022-12-26,4786.618836440764,4786.618836440764,4773.504505930873,4773.504505930873,18400728,4773.402024204456,4813.218898470425,4882.754490009307,0.0021469326467224176,-0.8251108743916222,-2.237466256023569,0.9783341633207421,1.0544009286697136,False,False,False,False,False,False,False,False,0,0.13163609917208902,-2.560498305216594,3.560498305216594,0,0.0,0.0,0.0,0.008452100176389976,1.0,1.153057018523713
2022-12-27,4734.656616020931,4757.683619880514,4707.622589039119,4735.958516947917,44178567,4757.708958492687,4797.783555312722,4868.498700983097,-0.4571620865110893,-1.288616663341222,-2.7224036027454583,-0.45930901915781175,-0.4635057889495997,False,False,False,False,False,False,False,False,0,0.13380764857861038,-2.5822137992818077,3.5822137992818077,0,-0.0,0.0,0.0,-0.007865497756691542,1.0,1.1439876511311773
2022-12-28,4767.151993085587,4767.151993085587,4758.084278281145,4758.084278281145,14817167,4751.722520809787,4784.216763733223,4858.089783912206,0.13388318538166374,-0.5462228561668755,-2.0585355577872217,0.591045271892753,0.7423938071743464,False,False,False,False,False,False,False,False,0,0.13293378732299033,-2.573475186725607,3.573475186725607,0,0.0,0.0,0.0,0.004671865527126062,1.0,1.149332207601955
2022-12-29,4754.199670276758,4754.199670276758,4712.247391170629,4738.918758914016,32883644,4745.70743106329,4775.85365437017,4848.845376068478,-0.1430486865843964,-0.7733674046389003,-2.2670679023300297,-0.2769318719660602,-0.2271445484720248,False,False,False,False,False,False,False,False,0,0.12273082639697123,-2.4714455774654165,3.4714455774654165,0,-0.0,0.0,0.0,-0.0040279907303476525,1.0,1.1447027081236443
2022-12-30,4721.714231121085,4721.714231121085,4695.964588286788,4709.329500267901,37219726,4741.548679918023,4765.224705081834,4841.754972035852,-0.6795075159004595,-1.1729815123791452,-2.7350717360294134,-0.5364588293160631,-0.39961410774024486,False,False,False,True,False,False,False,True,0,0.12299795885156187,-2.4741169020113225,3.4741169020113225,0,-0.0,0.0,0.0,-0.006243883921929871,1.0,1.1375553172890014
2023-01-02,4722.694203778107,4722.694203778107,4677.305172881713,4707.254742162384,31523136,4737.175050417372,4758.667439720196,4835.012448506299,-0.6316065574218597,-1.0804011460997358,-2.642344930950148,0.047900958478599875,0.09258036627940935,False,False,False,True,False,False,False,True,0,0.10833769069686662,-2.32751422046437,3.32751422046437,0,-0.0,0.0,0.0,-0.0004405633764633654,1.0,1.1370541520775026
2023-01-03,4675.060885758179,4689.642781969129,4659.339079618191,4668.1321873018705,33939733,4719.612997312539,4746.507510758497,4825.426335807523,-1.090784563055971,-1.651220887757578,-3.2596943266636735,-0.45917800563411126,-0.5708197416578422,False,False,False,True,False,False,False,True,0,0.10634934493073764,-2.3076307628030803,3.3076307628030803,0,-0.0,0.0,0.0,-0.008311119113672993,1.0,1.12760395958089
2023-01-04,4649.055147184771,4703.0866738910945,4593.916486430038,4648.3538626912405,37387010,4705.012221603093,4731.36059004789,4812.491679984467,-1.2042127893250838,-1.754394444829432,-3.4106618402248574,-0.11342822626911286,-0.10317355707185394,False,False,False,True,False,False,False,True,0,0.09916846694197155,-2.23582198291542,3.23582198291542,0,-0.0,0.0,0.0,-0.004236881865605779,1.0,1.1228264348129564
2023-01-05,4588.139345551078,4617.118842890383,4576.511177094032,4602.886679745055,32565989,4679.145955180411,4715.434237995099,4797.515569468726,-1.6297691109833325,-2.3867909628169635,-4.056868329146973,-0.42555632165824875,-0.6323965179875315,False,False,False,True,False,False,False,True,0,0.10182051313020515,-2.2623424447977554,3.2623424447977554,0,-0.0,0.0,0.0,-0.009781351482535783,1.0,1.1118436748001683
2023-01-06,4681.69851121737,4703.3313269803975,4644.3741171971815,4684.003626390809,24528821,4669.99343309321,4707.8504320782495,4783.178456647877,0.3000045609982537,-0.506532780331209,-2.0734085327556815,1.9297736719815863,1.8802581824857545,False,False,False,False,True,False,False,False,0,0.12409876033630848,-2.485124916858789,3.485124916858789,0,0.0,0.0,0.0,0.017623059677464692,1.0,1.1314377622331833
2023-01-09,4680.115472890636,4718.32335193678,4677.130069966896,4688.021789716529,38487437,4666.442148001314,4703.995413959668,4771.279365255247,0.46244314256543095,-0.33957567636514735,-1.7449738144658797,0.16243858156717728,0.16695710396606162,False,False,False,False,True,False,False,False,0,0.12437454741079042,-2.487882787603608,3.487882787603608,0,0.0,0.0,0.0,0.0008578480390326604,1.0,1.1324083638988025
2023-01-10,4682.964684674177,4682.964684674177,4662.719689964851,4662.719689964851,34294691,4659.019639301726,4698.09734485955,4761.132329038594,0.07941693638534077,-0.7530208996926724,-2.067000710598103,-0.3830262061800902,-0.41344522332752504,False,False,False,False,False,False,False,False,0,0.11328838243083504,-2.3770211378040544,3.3770211378040544,0,-0.0,0.0,0.0,-0.00539718049245852,1.0,1.126296551567671
